Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
2022-02-17,Andaman and Nicobar Islands,9986,96,9761,129
2022-02-17,Andhra Pradesh,2314502,10808,2288989,14705
2022-02-17,Arunachal Pradesh,64159,421,63444,294
2022-02-17,Assam,723814,2855,714340,6619
2022-02-17,Bihar,829332,977,816102,12253
2022-02-17,Chandigarh,91454,435,89863,1156
2022-02-17,Chhattisgarh,1147880,4803,1129061,14016
2022-02-17,Dadra and Nagar Haveli and Daman and Diu,11435,25,11406,4
2022-02-17,Delhi,1853428,3197,1824145,26086
2022-02-17,Goa,244405,1608,239015,3782
2022-02-17,Gujarat,1218212,9378,1197983,10851
2022-02-17,Haryana,975898,4960,960434,10504
2022-02-17,Himachal Pradesh,281173,2573,274514,4086
2022-02-17,Jammu and Kashmir,451560,3683,443132,4745
2022-02-17,Jharkhand,433682,1066,427301,5315
2022-02-17,Karnataka,3931536,23320,3868501,39715
2022-02-17,Kerala,6440371,114582,6262770,63019
2022-02-17,Ladakh,27641,467,26946,228
2022-02-17,Lakshadweep,11346,66,11228,52
2022-02-17,Madhya Pradesh,1030261,12993,1006565,10703
2022-02-17,Maharashtra,7850494,31424,7675578,143492
2022-02-17,Manipur,136136,2144,131904,2088
2022-02-17,Meghalaya,93131,550,91016,1565
2022-02-17,Mizoram,202206,11344,190222,640
2022-02-17,Nagaland,35306,367,34186,753
2022-02-17,Odisha,1279898,7847,1263106,8945
2022-02-17,Puducherry,165416,736,162721,1959
2022-02-17,Punjab,756456,2706,736115,17635
2022-02-17,Rajasthan,1269974,16096,1244384,9494
2022-02-17,Sikkim,38987,249,38298,440
2022-02-17,Tamil Nadu,3440531,27294,3375281,37956
2022-02-17,Telangana,785143,7673,773362,4108
2022-02-17,Tripura,100817,120,99778,919
2022-02-17,Uttar Pradesh,2061413,10966,2027033,23414
2022-02-17,Uttarakhand,434324,5398,421262,7664
2022-02-17,West Bengal,2012008,9691,1981238,21079
2022-03-17,Andaman and Nicobar Islands,10029,4,9896,129
2022-03-17,Andhra Pradesh,2319012,510,2303772,14730
2022-03-17,Arunachal Pradesh,64483,13,64174,296
2022-03-17,Assam,724178,1360,716179,6639
2022-03-17,Bihar,830391,51,818085,12255
2022-03-17,Chandigarh,91873,47,90661,1165
2022-03-17,Chhattisgarh,1151872,228,1137610,14034
2022-03-17,Dadra and Nagar Haveli and Daman and Diu,11441,1,11436,4
2022-03-17,Delhi,1863345,620,1836581,26144
2022-03-17,Goa,245226,72,241324,3830
2022-03-17,Gujarat,1223686,443,1212304,10939
2022-03-17,Haryana,984317,653,973073,10591
2022-03-17,Himachal Pradesh,284258,392,279736,4130
2022-03-17,Jammu and Kashmir,453493,163,448580,4750
2022-03-17,Jharkhand,435015,185,429515,5315
2022-03-17,Karnataka,3944186,2132,3902028,40026
2022-03-17,Kerala,6524066,8236,6448699,67131
2022-03-17,Ladakh,28192,66,27898,228
2022-03-17,Lakshadweep,11402,1,11349,52
2022-03-17,Madhya Pradesh,1040800,420,1029647,10733
2022-03-17,Maharashtra,7871803,6079,7721965,143759
2022-03-17,Manipur,137028,114,134796,2118
2022-03-17,Meghalaya,93688,64,92034,1590
2022-03-17,Mizoram,221977,2488,218817,672
2022-03-17,Nagaland,35455,47,34651,757
2022-03-17,Odisha,1286852,692,1277045,9115
2022-03-17,Puducherry,165766,15,163789,1962
2022-03-17,Punjab,758816,253,740826,17737
2022-03-17,Rajasthan,1282447,711,1272185,9551
2022-03-17,Sikkim,39111,16,38648,447
2022-03-17,Tamil Nadu,3452145,873,3413248,38024
2022-03-17,Telangana,790574,816,785647,4111
2022-03-17,Tripura,100870,1,99950,919
2022-03-17,Uttar Pradesh,2070114,1059,2045563,23492
2022-03-17,Uttarakhand,436985,643,428653,7689
2022-03-17,West Bengal,2016581,1208,1994182,21191
2022-04-17,Andaman and Nicobar Islands,10034,0,9905,129
2022-04-17,Andhra Pradesh,2319636,41,2304865,14730
2022-04-17,Arunachal Pradesh,64495,8,64191,296
2022-04-17,Assam,724200,1351,716210,6639
2022-04-17,Bihar,830499,8,818235,12256
2022-04-17,Chandigarh,91958,21,90772,1165
2022-04-17,Chhattisgarh,1152217,19,1138164,14034
2022-04-17,Dadra and Nagar Haveli and Daman and Diu,11441,0,11437,4
2022-04-17,Delhi,1867572,1072,1840342,26158
2022-04-17,Goa,245354,18,241504,3832
2022-04-17,Gujarat,1224138,154,1213042,10942
2022-04-17,Haryana,986603,745,975240,10618
2022-04-17,Himachal Pradesh,284666,41,280491,4134
2022-04-17,Jammu and Kashmir,453920,71,449099,4750
2022-04-17,Jharkhand,435171,5,429851,5315
2022-04-17,Karnataka,3946270,1483,3904730,40057
2022-04-17,Kerala,6536421,2982,6465037,68402
2022-04-17,Ladakh,28239,8,28003,228
2022-04-17,Lakshadweep,11402,0,11350,52
2022-04-17,Madhya Pradesh,1041230,43,1030452,10735
2022-04-17,Maharashtra,7875620,681,7727112,147827
2022-04-17,Manipur,137185,49,135016,2120
2022-04-17,Meghalaya,93786,4,92189,1593
2022-04-17,Mizoram,226015,569,224755,691
2022-04-17,Nagaland,35487,8,34720,759
2022-04-17,Odisha,1287902,174,1278605,9123
2022-04-17,Puducherry,165777,3,163812,1962
2022-04-17,Punjab,759243,57,741443,17743
2022-04-17,Rajasthan,1283174,109,1273513,9552
2022-04-17,Sikkim,39147,3,38692,452
2022-04-17,Tamil Nadu,3453210,228,3414957,38025
2022-04-17,Telangana,791595,220,787264,4111
2022-04-17,Tripura,100878,0,99956,922
2022-04-17,Uttar Pradesh,2071384,442,2047443,23499
2022-04-17,Uttarakhand,437313,400,429221,7692
2022-04-17,West Bengal,2017765,349,1996216,21200
2022-05-17,Andaman and Nicobar Islands,10039,1,9909,129
2022-05-17,Andhra Pradesh,2319837,89,2305018,14730
2022-05-17,Arunachal Pradesh,64503,4,64203,296
2022-05-17,Assam,724220,0,716234,7986
2022-05-17,Bihar,830669,35,818378,12256
2022-05-17,Chandigarh,92235,79,90991,1165
2022-05-17,Chhattisgarh,1152337,19,1138284,14034
2022-05-17,Dadra and Nagar Haveli and Daman and Diu,11441,0,11437,4
2022-05-17,Delhi,1900735,3228,1871311,26196
2022-05-17,Goa,245583,78,241673,3832
2022-05-17,Gujarat,1224754,222,1213588,10944
2022-05-17,Haryana,999415,1588,987206,10621
2022-05-17,Himachal Pradesh,284952,77,280739,4136
2022-05-17,Jammu and Kashmir,454148,51,449345,4752
2022-05-17,Jharkhand,435294,27,429949,5318
2022-05-17,Karnataka,3949773,1840,3907828,40105
2022-05-17,Kerala,6547507,3402,6474702,69403
2022-05-17,Ladakh,28256,7,28021,228
2022-05-17,Lakshadweep,11402,0,11350,52
2022-05-17,Madhya Pradesh,1041968,254,1030979,10735
2022-05-17,Maharashtra,7880969,1526,7731588,147855
2022-05-17,Manipur,137230,4,135106,2120
2022-05-17,Meghalaya,93820,12,92215,1593
2022-05-17,Mizoram,228022,268,227057,697
2022-05-17,Nagaland,35493,2,34731,760
2022-05-17,Odisha,1288311,168,1279017,9126
2022-05-17,Puducherry,165813,15,163836,1962
2022-05-17,Punjab,760091,153,742187,17751
2022-05-17,Rajasthan,1284775,532,1274689,9554
2022-05-17,Sikkim,39161,7,38702,452
2022-05-17,Tamil Nadu,3454652,332,3416295,38025
2022-05-17,Telangana,792627,374,788142,4111
2022-05-17,Tripura,100887,0,99964,923
2022-05-17,Uttar Pradesh,2077855,1097,2053245,23513
2022-05-17,Uttarakhand,437722,518,429511,7693
2022-05-17,West Bengal,2018874,391,1997280,21203
2022-06-17,Andaman and Nicobar Islands,10064,11,9924,129
2022-06-17,Andhra Pradesh,2320264,205,2305328,14731
2022-06-17,Arunachal Pradesh,64511,2,64213,296
2022-06-17,Assam,724303,59,716256,7988
2022-06-17,Bihar,831074,179,818639,12256
2022-06-17,Chandigarh,92865,248,91452,1165
2022-06-17,Chhattisgarh,1152775,232,1138508,14035
2022-06-17,Dadra and Nagar Haveli and Daman and Diu,11441,0,11437,4
2022-06-17,Delhi,1917228,3948,1887055,26225
2022-06-17,Goa,246806,614,242359,3833
2022-06-17,Gujarat,1226940,1102,1214892,10946
2022-06-17,Haryana,1007712,2364,994727,10621
2022-06-17,Himachal Pradesh,285347,147,281063,4137
2022-06-17,Jammu and Kashmir,454420,126,449542,4752
2022-06-17,Jharkhand,435473,76,430078,5319
2022-06-17,Karnataka,3958824,4371,3914343,40110
2022-06-17,Kerala,6589307,19210,6500244,69853
2022-06-17,Ladakh,28306,31,28047,228
2022-06-17,Lakshadweep,11402,0,11350,52
2022-06-17,Madhya Pradesh,1043338,400,1032199,10739
2022-06-17,Maharashtra,7923697,20634,7755183,147880
2022-06-17,Manipur,137244,2,135122,2120
2022-06-17,Meghalaya,93869,42,92234,1593
2022-06-17,Mizoram,228687,167,227819,701
2022-06-17,Nagaland,35502,3,34738,761
2022-06-17,Odisha,1288737,213,1279398,9126
2022-06-17,Puducherry,165992,77,163953,1962
2022-06-17,Punjab,760999,430,742813,17756
2022-06-17,Rajasthan,1286846,631,1276655,9560
2022-06-17,Sikkim,39188,12,38723,453
2022-06-17,Tamil Nadu,3458997,2313,3418658,38026
2022-06-17,Telangana,795293,1621,789561,4111
2022-06-17,Tripura,100890,1,99966,923
2022-06-17,Uttar Pradesh,2083072,1849,2057698,23525
2022-06-17,Uttarakhand,438192,569,429929,7694
2022-06-17,West Bengal,2020972,1174,1998591,21207
2022-01-18,Andaman and Nicobar Islands,8695,449,8117,129
2022-01-18,Andhra Pradesh,2110388,30182,2065696,14510
2022-01-18,Arunachal Pradesh,57037,1476,55279,282
2022-01-18,Assam,653717,25295,622205,6217
2022-01-18,Bihar,790653,33123,745389,12141
2022-01-18,Chandigarh,78492,9104,68299,1089
2022-01-18,Chhattisgarh,1064290,31960,1018666,13664
2022-01-18,Dadra and Nagar Haveli and Daman and Diu,11006,216,10786,4
2022-01-18,Delhi,1722497,83982,1613128,25387
2022-01-18,Goa,212649,21957,187129,3563
2022-01-18,Gujarat,938993,70374,858455,10164
2022-01-18,Haryana,856102,54837,791149,10116
2022-01-18,Himachal Pradesh,245811,12142,229772,3897
2022-01-18,Jammu and Kashmir,362200,17928,339700,4572
2022-01-18,Jharkhand,407808,29974,372625,5209
2022-01-18,Karnataka,3247243,217326,2991472,38445
2022-01-18,Kerala,5401777,122163,5228710,50904
2022-01-18,Ladakh,23536,844,22470,222
2022-01-18,Lakshadweep,10533,111,10371,51
2022-01-18,Madhya Pradesh,837893,34973,792375,10545
2022-01-18,Maharashtra,7242921,271097,6829992,141832
2022-01-18,Manipur,127493,1457,124021,2015
2022-01-18,Meghalaya,86532,1207,83835,1490
2022-01-18,Mizoram,153758,8869,144316,573
2022-01-18,Nagaland,32964,484,31777,703
2022-01-18,Odisha,1144401,69885,1066032,8484
2022-01-18,Puducherry,138617,8559,128168,1890
2022-01-18,Punjab,670460,43429,610241,16790
2022-01-18,Rajasthan,1046895,66742,971143,9010
2022-01-18,Sikkim,34929,2012,32504,413
2022-01-18,Tamil Nadu,2963366,152348,2774009,37009
2022-01-18,Telangana,711656,22197,685399,4060
2022-01-18,Tripura,92961,6491,85626,844
2022-01-18,Uttar Pradesh,1849665,106616,1720077,22972
2022-01-18,Uttarakhand,373249,18196,347609,7444
2022-01-18,West Bengal,1907084,158623,1728340,20121
2022-02-18,Andaman and Nicobar Islands,9994,83,9782,129
2022-02-18,Andhra Pradesh,2315030,9470,2290853,14707
2022-02-18,Arunachal Pradesh,64200,361,63544,295
2022-02-18,Assam,723861,2479,714759,6623
2022-02-18,Bihar,829457,877,816327,12253
2022-02-18,Chandigarh,91489,375,89956,1158
2022-02-18,Chhattisgarh,1148301,4056,1130227,14018
2022-02-18,Dadra and Nagar Haveli and Daman and Diu,11435,21,11410,4
2022-02-18,Delhi,1854167,3026,1825050,26091
2022-02-18,Goa,244508,1227,239496,3785
2022-02-18,Gujarat,1219082,8014,1200204,10864
2022-02-18,Haryana,976636,4427,961697,10512
2022-02-18,Himachal Pradesh,281433,2246,275098,4089
2022-02-18,Jammu and Kashmir,451792,2978,444069,4745
2022-02-18,Jharkhand,433682,1066,427301,5315
2022-02-18,Karnataka,3933115,19797,3873580,39738
2022-02-18,Kerala,6449026,100081,6285477,63468
2022-02-18,Ladakh,27695,416,27051,228
2022-02-18,Lakshadweep,11358,67,11239,52
2022-02-18,Madhya Pradesh,1031589,11535,1009345,10709
2022-02-18,Maharashtra,7853291,27798,7681961,143532
2022-02-18,Manipur,136239,2094,132055,2090
2022-02-18,Meghalaya,93173,510,91098,1565
2022-02-18,Mizoram,203325,10592,192093,640
2022-02-18,Nagaland,35328,347,34228,753
2022-02-18,Odisha,1280784,7252,1264571,8961
2022-02-18,Puducherry,165484,691,162834,1959
2022-02-18,Punjab,756725,2279,736804,17642
2022-02-18,Rajasthan,1271480,14085,1247894,9501
2022-02-18,Sikkim,38998,214,38344,440
2022-02-18,Tamil Nadu,3441783,23772,3380049,37962
2022-02-18,Telangana,785596,6746,774742,4108
2022-02-18,Tripura,100827,111,99797,919
2022-02-18,Uttar Pradesh,2062262,9492,2029351,23419
2022-02-18,Uttarakhand,434615,4601,422347,7667
2022-02-18,West Bengal,2012475,8776,1982605,21094
2022-03-18,Andaman and Nicobar Islands,10029,4,9896,129
2022-03-18,Andhra Pradesh,2319066,507,2303829,14730
2022-03-18,Arunachal Pradesh,64483,12,64175,296
2022-03-18,Assam,724181,1362,716180,6639
2022-03-18,Bihar,830401,49,818097,12255
2022-03-18,Chandigarh,91877,43,90669,1165
2022-03-18,Chhattisgarh,1151892,194,1137664,14034
2022-03-18,Dadra and Nagar Haveli and Daman and Diu,11441,1,11436,4
2022-03-18,Delhi,1863493,610,1836738,26145
2022-03-18,Goa,245239,73,241336,3830
2022-03-18,Gujarat,1223710,414,1212357,10939
2022-03-18,Haryana,984389,603,973192,10594
2022-03-18,Himachal Pradesh,284293,368,279795,4130
2022-03-18,Jammu and Kashmir,453505,156,448599,4750
2022-03-18,Jharkhand,435022,167,429540,5315
2022-03-18,Karnataka,3944326,2108,3902190,40028
2022-03-18,Kerala,6524988,7822,6450028,67138
2022-03-18,Ladakh,28195,54,27913,228
2022-03-18,Lakshadweep,11402,1,11349,52
2022-03-18,Madhya Pradesh,1040821,341,1029747,10733
2022-03-18,Maharashtra,7872032,5910,7722360,143762
2022-03-18,Manipur,137035,108,134807,2120
2022-03-18,Meghalaya,93702,60,92052,1590
2022-03-18,Mizoram,222205,2233,219298,674
2022-03-18,Nagaland,35458,39,34661,758
2022-03-18,Odisha,1286957,688,1277153,9116
2022-03-18,Puducherry,165766,14,163790,1962
2022-03-18,Punjab,758875,256,740882,17737
2022-03-18,Rajasthan,1282523,653,1272319,9551
2022-03-18,Sikkim,39112,13,38650,449
2022-03-18,Tamil Nadu,3452215,796,3413394,38025
2022-03-18,Telangana,790637,777,785749,4111
2022-03-18,Tripura,100870,1,99950,919
2022-03-18,Uttar Pradesh,2070187,924,2045771,23492
2022-03-18,Uttarakhand,437003,651,428663,7689
2022-03-18,West Bengal,2016675,1169,1994314,21192
2022-04-18,Andaman and Nicobar Islands,10034,0,9905,129
2022-04-18,Andhra Pradesh,2319640,38,2304872,14730
2022-04-18,Arunachal Pradesh,64495,8,64191,296
2022-04-18,Assam,724200,1351,716210,6639
2022-04-18,Bihar,830501,8,818237,12256
2022-04-18,Chandigarh,91961,22,90774,1165
2022-04-18,Chhattisgarh,1152217,16,1138167,14034
2022-04-18,Dadra and Nagar Haveli and Daman and Diu,11441,0,11437,4
2022-04-18,Delhi,1868033,1262,1840611,26160
2022-04-18,Goa,245357,19,241506,3832
2022-04-18,Gujarat,1224142,126,1213074,10942
2022-04-18,Haryana,986805,835,975352,10618
2022-04-18,Himachal Pradesh,284681,53,280494,4134
2022-04-18,Jammu and Kashmir,453929,71,449107,4751
2022-04-18,Jharkhand,435175,9,429851,5315
2022-04-18,Karnataka,3946315,1483,3904775,40057
2022-04-18,Kerala,6536421,2982,6465037,68402
2022-04-18,Ladakh,28239,8,28003,228
2022-04-18,Lakshadweep,11402,0,11350,52
2022-04-18,Madhya Pradesh,1041243,47,1030461,10735
2022-04-18,Maharashtra,7875718,626,7727265,147827
2022-04-18,Manipur,137190,51,135019,2120
2022-04-18,Meghalaya,93786,4,92189,1593
2022-04-18,Mizoram,226111,554,224865,692
2022-04-18,Nagaland,35487,8,34720,759
2022-04-18,Odisha,1287912,148,1278641,9123
2022-04-18,Puducherry,165777,3,163812,1962
2022-04-18,Punjab,759248,55,741450,17743
2022-04-18,Rajasthan,1283182,97,1273533,9552
2022-04-18,Sikkim,39147,3,38692,452
2022-04-18,Tamil Nadu,3453233,225,3414983,38025
2022-04-18,Telangana,791619,222,787286,4111
2022-04-18,Tripura,100878,0,99956,922
2022-04-18,Uttar Pradesh,2071486,507,2047480,23499
2022-04-18,Uttarakhand,437314,389,429233,7692
2022-04-18,West Bengal,2017778,328,1996250,21200
2022-05-18,Andaman and Nicobar Islands,10039,0,9910,129
2022-05-18,Andhra Pradesh,2319846,92,2305024,14730
2022-05-18,Arunachal Pradesh,64503,2,64205,296
2022-05-18,Assam,724223,3,716234,7986
2022-05-18,Bihar,830676,36,818384,12256
2022-05-18,Chandigarh,92243,75,91003,1165
2022-05-18,Chhattisgarh,1152341,21,1138286,14034
2022-05-18,Dadra and Nagar Haveli and Daman and Diu,11441,0,11437,4
2022-05-18,Delhi,1901128,2910,1872020,26198
2022-05-18,Goa,245595,80,241683,3832
2022-05-18,Gujarat,1224782,213,1213625,10944
2022-05-18,Haryana,999690,1431,987638,10621
2022-05-18,Himachal Pradesh,284964,81,280747,4136
2022-05-18,Jammu and Kashmir,454153,50,449351,4752
2022-05-18,Jharkhand,435297,26,429953,5318
2022-05-18,Karnataka,3949882,1802,3907975,40105
2022-05-18,Kerala,6547831,3331,6475066,69434
2022-05-18,Ladakh,28256,3,28025,228
2022-05-18,Lakshadweep,11402,0,11350,52
2022-05-18,Madhya Pradesh,1041987,232,1031020,10735
2022-05-18,Maharashtra,7881235,1551,7731829,147855
2022-05-18,Manipur,137230,3,135107,2120
2022-05-18,Meghalaya,93820,11,92216,1593
2022-05-18,Mizoram,228034,256,227081,697
2022-05-18,Nagaland,35493,1,34732,760
2022-05-18,Odisha,1288314,171,1279017,9126
2022-05-18,Puducherry,165814,15,163837,1962
2022-05-18,Punjab,760107,149,742207,17751
2022-05-18,Rajasthan,1284834,488,1274792,9554
2022-05-18,Sikkim,39161,7,38702,452
2022-05-18,Tamil Nadu,3454686,324,3416337,38025
2022-05-18,Telangana,792665,370,788184,4111
2022-05-18,Tripura,100887,0,99964,923
2022-05-18,Uttar Pradesh,2077984,1024,2053447,23513
2022-05-18,Uttarakhand,437734,491,429550,7693
2022-05-18,West Bengal,2018922,398,1997321,21203
2022-06-18,Andaman and Nicobar Islands,10079,24,9926,129
2022-06-18,Andhra Pradesh,2320310,226,2305353,14731
2022-06-18,Arunachal Pradesh,64511,2,64213,296
2022-06-18,Assam,724314,70,716256,7988
2022-06-18,Bihar,831146,235,818655,12256
2022-06-18,Chandigarh,92920,268,91487,1165
2022-06-18,Chhattisgarh,1152928,339,1138554,14035
2022-06-18,Dadra and Nagar Haveli and Daman and Diu,11441,0,11437,4
2022-06-18,Delhi,1919025,4843,1887956,26226
2022-06-18,Goa,246934,671,242430,3833
2022-06-18,Gujarat,1227165,1186,1215033,10946
2022-06-18,Haryana,1008401,2633,995147,10621
2022-06-18,Himachal Pradesh,285378,146,281095,4137
2022-06-18,Jammu and Kashmir,454442,124,449566,4752
2022-06-18,Jharkhand,435488,82,430087,5319
2022-06-18,Karnataka,3959458,4500,3914846,40112
2022-06-18,Kerala,6592469,20331,6502265,69873
2022-06-18,Ladakh,28307,26,28053,228
2022-06-18,Lakshadweep,11402,0,11350,52
2022-06-18,Madhya Pradesh,1043409,421,1032249,10739
2022-06-18,Maharashtra,7927862,21749,7758230,147883
2022-06-18,Manipur,137244,2,135122,2120
2022-06-18,Meghalaya,93872,43,92235,1594
2022-06-18,Mizoram,228704,150,227853,701
2022-06-18,Nagaland,35502,2,34739,761
2022-06-18,Odisha,1288762,217,1279419,9126
2022-06-18,Puducherry,166023,100,163961,1962
2022-06-18,Punjab,761108,485,742866,17757
2022-06-18,Rajasthan,1286930,639,1276731,9560
2022-06-18,Sikkim,39189,11,38725,453
2022-06-18,Tamil Nadu,3459586,2694,3418866,38026
2022-06-18,Telangana,795572,1781,789680,4111
2022-06-18,Tripura,100890,1,99966,923
2022-06-18,Uttar Pradesh,2083533,2118,2057889,23526
2022-06-18,Uttarakhand,438222,576,429951,7695
2022-06-18,West Bengal,2021267,1406,1998654,21207
2022-01-19,Andaman and Nicobar Islands,8779,460,8190,129
2022-01-19,Andhra Pradesh,2117384,36108,2066762,14514
2022-01-19,Arunachal Pradesh,57387,1697,55408,282
2022-01-19,Assam,661789,30907,624649,6233
2022-01-19,Bihar,795204,33885,749174,12145
2022-01-19,Chandigarh,79767,9578,69098,1091
2022-01-19,Chhattisgarh,1069904,31769,1024462,13673
2022-01-19,Dadra and Nagar Haveli and Daman and Diu,11033,216,10813,4
2022-01-19,Delhi,1734181,78112,1630644,25425
2022-01-19,Goa,215171,21997,189605,3569
2022-01-19,Gujarat,956112,79600,866338,10174
2022-01-19,Haryana,864490,57300,797066,10124
2022-01-19,Himachal Pradesh,248895,13639,231354,3902
2022-01-19,Jammu and Kashmir,366851,21677,340599,4575
2022-01-19,Jharkhand,410322,28586,376523,5213
2022-01-19,Karnataka,3288700,250410,2999825,38465
2022-01-19,Kerala,5430258,143219,5236013,51026
2022-01-19,Ladakh,23700,965,22513,222
2022-01-19,Lakshadweep,10575,148,10376,51
2022-01-19,Madhya Pradesh,845047,39450,795050,10547
2022-01-19,Maharashtra,7282128,271427,6868816,141885
2022-01-19,Manipur,127873,1791,124067,2015
2022-01-19,Meghalaya,86807,1318,83997,1492
2022-01-19,Mizoram,155071,9012,145485,574
2022-01-19,Nagaland,33053,454,31896,703
2022-01-19,Odisha,1155487,73222,1073777,8488
2022-01-19,Puducherry,140710,10393,128424,1893
2022-01-19,Punjab,676947,43977,616153,16817
2022-01-19,Rajasthan,1056606,69388,978199,9019
2022-01-19,Sikkim,35303,2157,32731,415
2022-01-19,Tamil Nadu,2987254,161171,2789045,37038
2022-01-19,Telangana,714639,22472,688105,4062
2022-01-19,Tripura,94203,7050,86305,848
2022-01-19,Uttar Pradesh,1864366,101114,1740268,22984
2022-01-19,Uttarakhand,377731,20620,349661,7450
2022-01-19,West Bengal,1917514,155711,1741648,20155
2022-02-19,Andaman and Nicobar Islands,10000,61,9810,129
2022-02-19,Andhra Pradesh,2315525,8421,2292396,14708
2022-02-19,Arunachal Pradesh,64244,351,63597,296
2022-02-19,Assam,723907,2313,714968,6626
2022-02-19,Bihar,829548,783,816510,12255
2022-02-19,Chandigarh,91520,311,90049,1160
2022-02-19,Chhattisgarh,1148693,3856,1130816,14021
2022-02-19,Dadra and Nagar Haveli and Daman and Diu,11437,16,11417,4
2022-02-19,Delhi,1854774,2775,1825904,26095
2022-02-19,Goa,244603,807,240008,3788
2022-02-19,Gujarat,1219699,6736,1202089,10874
2022-02-19,Haryana,977311,3995,962799,10517
2022-02-19,Himachal Pradesh,281718,2047,275581,4090
2022-02-19,Jammu and Kashmir,451989,2597,444646,4746
2022-02-19,Jharkhand,433848,837,427696,5315
2022-02-19,Karnataka,3934448,16221,3878470,39757
2022-02-19,Kerala,6456806,86666,6306611,63529
2022-02-19,Ladakh,27746,405,27113,228
2022-02-19,Lakshadweep,11362,67,11243,52
2022-02-19,Madhya Pradesh,1032477,9706,1012060,10711
2022-02-19,Maharashtra,7855359,25142,7686670,143547
2022-02-19,Manipur,136322,687,133543,2092
2022-02-19,Meghalaya,93228,473,91189,1566
2022-02-19,Mizoram,204476,9919,193916,641
2022-02-19,Nagaland,35340,316,34271,753
2022-02-19,Odisha,1281455,6636,1265843,8976
2022-02-19,Puducherry,165534,586,162989,1959
2022-02-19,Punjab,756899,1875,737373,17651
2022-02-19,Rajasthan,1272713,12200,1251006,9507
2022-02-19,Sikkim,39010,189,38381,440
2022-02-19,Tamil Nadu,3442929,20681,3384278,37970
2022-02-19,Telangana,786021,6111,775802,4108
2022-02-19,Tripura,100833,94,99820,919
2022-02-19,Uttar Pradesh,2063104,8683,2030997,23424
2022-02-19,Uttarakhand,434833,3440,423724,7669
2022-02-19,West Bengal,2012794,7736,1983951,21107
2022-03-19,Andaman and Nicobar Islands,10029,4,9896,129
2022-03-19,Andhra Pradesh,2319141,536,2303875,14730
2022-03-19,Arunachal Pradesh,64483,11,64176,296
2022-03-19,Assam,724185,1365,716181,6639
2022-03-19,Bihar,830408,51,818102,12255
2022-03-19,Chandigarh,91880,35,90680,1165
2022-03-19,Chhattisgarh,1151904,175,1137695,14034
2022-03-19,Dadra and Nagar Haveli and Daman and Diu,11441,1,11436,4
2022-03-19,Delhi,1863633,602,1836886,26145
2022-03-19,Goa,245243,64,241349,3830
2022-03-19,Gujarat,1223728,384,1212405,10939
2022-03-19,Haryana,984457,571,973291,10595
2022-03-19,Himachal Pradesh,284304,324,279848,4132
2022-03-19,Jammu and Kashmir,453520,133,448637,4750
2022-03-19,Jharkhand,435027,148,429564,5315
2022-03-19,Karnataka,3944432,2055,3902344,40033
2022-03-19,Kerala,6525835,7183,6451349,67303
2022-03-19,Ladakh,28200,47,27925,228
2022-03-19,Lakshadweep,11402,0,11350,52
2022-03-19,Madhya Pradesh,1040852,291,1029828,10733
2022-03-19,Maharashtra,7872203,5684,7722754,143765
2022-03-19,Manipur,137039,103,134816,2120
2022-03-19,Meghalaya,93708,60,92058,1590
2022-03-19,Mizoram,222349,2127,219548,674
2022-03-19,Nagaland,35459,38,34663,758
2022-03-19,Odisha,1287036,767,1277153,9116
2022-03-19,Puducherry,165766,11,163793,1962
2022-03-19,Punjab,758894,239,740918,17737
2022-03-19,Rajasthan,1282580,570,1272459,9551
2022-03-19,Sikkim,39113,13,38651,449
2022-03-19,Tamil Nadu,3452276,730,3413521,38025
2022-03-19,Telangana,790689,738,785840,4111
2022-03-19,Tripura,100870,1,99950,919
2022-03-19,Uttar Pradesh,2070239,893,2045854,23492
2022-03-19,Uttarakhand,437018,653,428676,7689
2022-03-19,West Bengal,2016737,1089,1994455,21193
2022-05-19,Andaman and Nicobar Islands,10039,0,9910,129
2022-05-19,Andhra Pradesh,2319854,92,2305031,14731
2022-05-19,Arunachal Pradesh,64503,2,64205,296
2022-05-19,Assam,724225,5,716234,7986
2022-05-19,Bihar,830686,39,818391,12256
2022-05-19,Chandigarh,92259,69,91025,1165
2022-05-19,Chhattisgarh,1152355,28,1138293,14034
2022-05-19,Dadra and Nagar Haveli and Daman and Diu,11441,0,11437,4
2022-05-19,Delhi,1901660,2675,1872787,26198
2022-05-19,Goa,245610,84,241694,3832
2022-05-19,Gujarat,1224814,212,1213658,10944
2022-05-19,Haryana,999947,1324,988002,10621
2022-05-19,Himachal Pradesh,284982,86,280760,4136
2022-05-19,Jammu and Kashmir,454159,53,449354,4752
2022-05-19,Jharkhand,435300,27,429955,5318
2022-05-19,Karnataka,3950004,1761,3908137,40106
2022-05-19,Kerala,6548427,3538,6475432,69457
2022-05-19,Ladakh,28257,4,28025,228
2022-05-19,Lakshadweep,11402,0,11350,52
2022-05-19,Madhya Pradesh,1042024,226,1031063,10735
2022-05-19,Maharashtra,7881542,1605,7732081,147856
2022-05-19,Manipur,137230,3,135107,2120
2022-05-19,Meghalaya,93820,9,92218,1593
2022-05-19,Mizoram,228060,208,227155,697
2022-05-19,Nagaland,35495,0,34735,760
2022-05-19,Odisha,1288327,176,1279025,9126
2022-05-19,Puducherry,165817,16,163839,1962
